UNITID,NPT41_PUB,NPT41_PRIV,NPT41_PROG,NPT41_OTHER,COSTT4_A,COSTT4_P,UGDS
457484,NULL,11467,NULL,NULL,18314,NULL,126
457493,NULL,25999,NULL,NULL,31366,NULL,25
457509,NULL,7344,NULL,NULL,NULL,12894,33
457527,NULL,25810,NULL,NULL,NULL,32995,293
457536,NULL,13643,NULL,NULL,NULL,18332,45
457545,NULL,17037,NULL,NULL,NULL,21049,131
457554,NULL,9734,NULL,NULL,NULL,14345,45
457563,NULL,17131,NULL,NULL,NULL,19467,208
457572,NULL,11677,NULL,NULL,NULL,16510,106
457581,NULL,12118,NULL,NULL,NULL,16965,152
457590,NULL,NULL,NULL,NULL,NULL,NULL,48
457606,NULL,10571,NULL,NULL,NULL,13164,35
457615,NULL,NULL,NULL,NULL,NULL,NULL,50
457624,21352,NULL,NULL,NULL,NULL,24730,28
457633,NULL,10652,NULL,NULL,NULL,14959,129
457642,NULL,4960,NULL,NULL,NULL,8729,59
457651,NULL,16208,NULL,NULL,NULL,21870,95
457679,NULL,7794,NULL,NULL,NULL,12419,33
457688,NULL,19029,NULL,NULL,NULL,21340,1819
457697,NULL,NULL,NULL,NULL,NULL,NULL,74
457703,NULL,10902,NULL,NULL,NULL,19955,105
457721,NULL,7422,NULL,NULL,NULL,11222,30
457730,NULL,5727,NULL,NULL,NULL,10900,515
457749,NULL,9300,NULL,NULL,NULL,14070,102
457758,NULL,15441,NULL,NULL,NULL,20055,175
457767,NULL,21647,NULL,NULL,27250,NULL,176
457776,NULL,11860,NULL,NULL,NULL,16171,84
457785,NULL,10257,NULL,NULL,NULL,16334,118
457794,NULL,8740,NULL,NULL,NULL,12218,82
457800,NULL,13381,NULL,NULL,NULL,18931,363
457819,NULL,41656,NULL,NULL,NULL,45588,614
457828,NULL,17146,NULL,NULL,NULL,20484,42
457837,NULL,13607,NULL,NULL,NULL,18036,109
457846,NULL,20184,NULL,NULL,NULL,23537,74
457855,NULL,17798,NULL,NULL,NULL,22219,130
457864,NULL,21640,NULL,NULL,NULL,23700,113
457873,NULL,NULL,NULL,NULL,NULL,NULL,142
457891,NULL,5278,NULL,NULL,NULL,8666,53
457916,NULL,8221,NULL,NULL,NULL,10280,76
457925,NULL,13900,NULL,NULL,19650,NULL,22
457943,4925,NULL,NULL,NULL,NULL,9050,100
457952,NULL,16549,NULL,NULL,NULL,19628,206
457961,NULL,16113,NULL,NULL,NULL,18679,56
457989,8006,NULL,NULL,NULL,NULL,12327,50
457998,NULL,13889,NULL,NULL,NULL,17582,33
458007,NULL,5825,NULL,NULL,NULL,9517,53
458016,NULL,21604,NULL,NULL,NULL,28400,114
458025,NULL,20527,NULL,NULL,NULL,25455,11
458034,NULL,13816,NULL,NULL,NULL,18085,61
458043,NULL,15459,NULL,NULL,NULL,19666,91
458052,NULL,NULL,NULL,NULL,NULL,NULL,60
458061,NULL,9049,NULL,NULL,NULL,10437,89
458070,NULL,19230,NULL,NULL,NULL,22490,241
458098,NULL,13437,NULL,NULL,NULL,17038,80
458104,NULL,15272,NULL,NULL,NULL,17706,70
458113,NULL,9939,NULL,NULL,18021,NULL,54
458122,NULL,NULL,NULL,NULL,NULL,30998,1
458131,NULL,18374,NULL,NULL,NULL,20246,287
458140,NULL,16563,NULL,NULL,24525,NULL,52
458159,NULL,NULL,NULL,NULL,NULL,NULL,NULL
458168,NULL,11299,NULL,NULL,NULL,15514,87
458177,NULL,19884,NULL,NULL,NULL,23783,86
458186,NULL,21837,NULL,NULL,NULL,26261,299
458195,NULL,8025,NULL,NULL,NULL,13575,3
458210,NULL,39213,NULL,NULL,43784,NULL,1528
458229,NULL,35538,NULL,NULL,41496,NULL,1103
458247,NULL,20693,NULL,NULL,NULL,23956,309
458256,NULL,16859,NULL,NULL,21509,NULL,902
458265,NULL,24347,NULL,NULL,NULL,29510,849
458274,NULL,18983,NULL,NULL,NULL,21696,305
458283,NULL,23088,NULL,NULL,NULL,27260,478
458292,NULL,20998,NULL,NULL,NULL,24744,65
458308,NULL,20472,NULL,NULL,NULL,24004,15
458317,NULL,20579,NULL,NULL,NULL,24397,107
458326,NULL,21581,NULL,NULL,NULL,25194,72
458335,NULL,21318,NULL,NULL,NULL,25296,138
458344,NULL,20750,NULL,NULL,NULL,24577,50
458353,NULL,21832,NULL,NULL,NULL,25776,58
458362,NULL,18486,NULL,NULL,NULL,22600,77
458371,NULL,21464,NULL,NULL,NULL,26851,36
458380,NULL,24794,NULL,NULL,28588,NULL,229
458399,NULL,12970,NULL,NULL,NULL,17970,59
458405,NULL,21128,NULL,NULL,25952,NULL,734
458414,NULL,19883,NULL,NULL,NULL,25468,1335
458423,NULL,NULL,NULL,NULL,NULL,NULL,96
458432,NULL,18257,NULL,NULL,23678,NULL,244
458441,NULL,21089,NULL,NULL,26044,NULL,504
458469,NULL,8718,NULL,NULL,13853,NULL,1117
458478,NULL,16642,NULL,NULL,NULL,21300,304
458487,NULL,15568,NULL,NULL,NULL,18867,161
458496,NULL,25182,NULL,NULL,31586,NULL,663
458502,NULL,15685,NULL,NULL,20711,NULL,589
458557,NULL,21430,NULL,NULL,26771,NULL,368
458593,NULL,14120,NULL,NULL,18947,NULL,550
458609,NULL,NULL,NULL,NULL,NULL,NULL,107
458618,NULL,NULL,NULL,NULL,NULL,NULL,57
458627,NULL,NULL,NULL,NULL,NULL,NULL,36
458636,NULL,NULL,NULL,NULL,NULL,NULL,41
458645,NULL,NULL,NULL,NULL,NULL,NULL,45
458654,NULL,16972,NULL,NULL,22863,NULL,291
458663,NULL,16691,NULL,NULL,22272,NULL,107
458681,NULL,21359,NULL,NULL,26213,NULL,172
458690,NULL,20544,NULL,NULL,NULL,25009,416
458706,NULL,22058,NULL,NULL,NULL,26714,382
458715,NULL,23032,NULL,NULL,NULL,27040,278
458733,NULL,24812,NULL,NULL,30686,NULL,261
458742,NULL,16027,NULL,NULL,26927,NULL,197
458751,NULL,21563,NULL,NULL,28450,NULL,235
458760,NULL,24548,NULL,NULL,30146,NULL,211
458779,NULL,24349,NULL,NULL,30285,NULL,181
458797,NULL,20330,NULL,NULL,NULL,25975,303
458803,NULL,11866,NULL,NULL,NULL,16537,169
458812,NULL,11485,NULL,NULL,NULL,15578,65
458821,NULL,12162,NULL,NULL,NULL,16855,94
458830,NULL,13335,NULL,NULL,NULL,17978,197
458849,NULL,11137,NULL,NULL,NULL,15980,130
458858,NULL,13427,NULL,NULL,NULL,17920,170
458867,NULL,13390,NULL,NULL,NULL,18201,255
458885,NULL,NULL,NULL,NULL,NULL,NULL,105
458919,NULL,28761,NULL,NULL,32554,NULL,3253
458937,NULL,NULL,NULL,NULL,NULL,NULL,132
458955,NULL,NULL,NULL,NULL,NULL,NULL,156
458964,NULL,28748,NULL,NULL,32554,NULL,1219
458973,NULL,28521,NULL,NULL,32554,NULL,954
458982,NULL,25731,NULL,NULL,31351,NULL,1115
458991,NULL,25391,NULL,NULL,29929,NULL,237
459000,NULL,11932,NULL,NULL,NULL,16353,117
459019,NULL,12773,NULL,NULL,NULL,17309,134
459028,NULL,13736,NULL,NULL,NULL,18167,65
459037,NULL,12614,NULL,NULL,NULL,17420,151
459046,NULL,11764,NULL,NULL,NULL,16849,121
459055,NULL,12308,NULL,NULL,NULL,16558,111
459064,NULL,14142,NULL,NULL,NULL,18343,105
459073,NULL,12298,NULL,NULL,NULL,16585,61
459091,NULL,24352,NULL,NULL,28230,NULL,145
459107,NULL,15420,NULL,NULL,20755,NULL,641
459116,NULL,17125,NULL,NULL,NULL,20432,187
459125,NULL,9570,NULL,NULL,NULL,13405,75
459134,NULL,12459,NULL,NULL,NULL,16540,44
459143,NULL,12883,NULL,NULL,NULL,18433,68
459152,NULL,20017,NULL,NULL,NULL,23303,159
459161,NULL,11486,NULL,NULL,NULL,16861,90
459170,NULL,7800,NULL,NULL,NULL,11644,73
459189,NULL,7575,NULL,NULL,NULL,11196,64
459198,NULL,13612,NULL,NULL,NULL,17473,248
459204,NULL,26021,NULL,NULL,32958,NULL,904
459213,NULL,20771,NULL,NULL,NULL,24672,843
459222,NULL,NULL,NULL,NULL,NULL,NULL,48
459231,NULL,13899,NULL,NULL,NULL,16873,259
459259,NULL,24546,NULL,NULL,28471,NULL,634
459268,NULL,24921,NULL,NULL,28881,NULL,685
459277,NULL,9343,NULL,NULL,NULL,14184,485
459286,NULL,12700,NULL,NULL,NULL,16838,231
459295,NULL,13858,NULL,NULL,NULL,17965,86
459301,NULL,10880,NULL,NULL,NULL,15551,129
459310,NULL,5723,NULL,NULL,11223,NULL,35
459329,4399,NULL,NULL,NULL,NULL,8330,161
459338,NULL,10855,NULL,NULL,NULL,16500,75
459347,NULL,10767,NULL,NULL,NULL,16035,36
459356,NULL,NULL,NULL,NULL,NULL,NULL,84
459365,NULL,16238,NULL,NULL,NULL,18415,77
459374,NULL,10788,NULL,NULL,NULL,12180,58
459392,NULL,9369,NULL,NULL,NULL,12628,105
459408,10129,NULL,NULL,NULL,NULL,15852,51
459417,NULL,25367,NULL,NULL,29928,NULL,80
459426,NULL,13066,NULL,NULL,NULL,18790,84
459435,NULL,4198,NULL,NULL,15100,NULL,27
459444,NULL,16966,NULL,NULL,22147,NULL,45
459453,NULL,15709,NULL,NULL,NULL,18286,138
459462,NULL,33746,NULL,NULL,NULL,37105,218
459471,NULL,15850,NULL,NULL,NULL,21400,27
459480,NULL,7962,NULL,NULL,NULL,12672,30
459499,NULL,16489,NULL,NULL,NULL,19050,28
459514,NULL,12715,NULL,NULL,NULL,18632,48
459523,NULL,5377,NULL,NULL,NULL,9083,35
459532,NULL,9572,NULL,NULL,NULL,14991,105
459541,NULL,7758,NULL,NULL,NULL,12383,32
459550,NULL,11309,NULL,NULL,NULL,16272,152
459569,NULL,13209,NULL,NULL,NULL,18025,19
459578,NULL,12464,NULL,NULL,NULL,15907,161
459587,NULL,20584,NULL,NULL,25911,NULL,357
459596,NULL,25131,NULL,NULL,28894,NULL,368
459602,NULL,22794,NULL,NULL,28613,NULL,250
459611,NULL,22808,NULL,NULL,27428,NULL,249
459620,NULL,23919,NULL,NULL,27139,NULL,37
459639,NULL,21705,NULL,NULL,26613,NULL,479
459648,NULL,19040,NULL,NULL,25173,NULL,139
459657,NULL,21966,NULL,NULL,25344,NULL,187
459666,NULL,22366,NULL,NULL,26608,NULL,265
459675,NULL,23891,NULL,NULL,26832,NULL,247
459684,NULL,21471,NULL,NULL,26525,NULL,148
459693,NULL,21708,NULL,NULL,26800,NULL,319
459709,NULL,21580,NULL,NULL,27139,NULL,438
459718,NULL,23916,NULL,NULL,27586,NULL,569
459727,NULL,6163,NULL,NULL,20498,NULL,150
459736,NULL,NULL,NULL,NULL,NULL,NULL,NULL
459745,NULL,NULL,NULL,NULL,NULL,NULL,NULL
459815,NULL,15710,NULL,NULL,NULL,16260,96
459824,NULL,NULL,NULL,NULL,NULL,NULL,4
459833,NULL,21693,NULL,NULL,26560,NULL,66
459842,NULL,18840,NULL,NULL,23712,NULL,427
459851,NULL,20037,NULL,NULL,23928,NULL,336
459930,NULL,18595,NULL,NULL,24722,NULL,1091
459958,NULL,21663,NULL,NULL,NULL,25571,333
459967,NULL,14174,NULL,NULL,NULL,17652,313
459985,NULL,22809,NULL,NULL,NULL,26372,331
459994,NULL,30704,NULL,NULL,32554,NULL,1429
460002,NULL,20802,NULL,NULL,NULL,25802,102
460011,NULL,11735,NULL,NULL,NULL,18026,146
460020,NULL,15468,NULL,NULL,19267,NULL,543
460039,NULL,19058,NULL,NULL,23926,NULL,780
460048,NULL,17564,NULL,NULL,22330,NULL,634
460057,NULL,12454,NULL,NULL,NULL,15330,47
460066,NULL,16767,NULL,NULL,NULL,20253,75
460075,NULL,20289,NULL,NULL,25820,NULL,54
460093,NULL,18610,NULL,NULL,NULL,22365,181
460109,NULL,18758,NULL,NULL,NULL,22409,174
460118,NULL,18830,NULL,NULL,NULL,22271,151
460127,NULL,18337,NULL,NULL,NULL,22055,131
460136,NULL,12220,NULL,NULL,NULL,20272,898
460145,NULL,14807,NULL,NULL,NULL,19451,220
460181,NULL,20313,NULL,NULL,NULL,25318,703
460190,NULL,20050,NULL,NULL,NULL,24830,521
460206,NULL,19688,NULL,NULL,NULL,23976,681
460215,NULL,17845,NULL,NULL,21721,NULL,476
460349,NULL,NULL,NULL,NULL,NULL,NULL,118
460358,NULL,20582,NULL,NULL,26049,NULL,535
460367,NULL,23044,NULL,NULL,NULL,27339,433
460394,6430,NULL,NULL,NULL,12250,NULL,7101
460446,NULL,17211,NULL,NULL,NULL,20476,224
460455,NULL,20368,NULL,NULL,NULL,22527,61
460464,7258,NULL,NULL,NULL,12678,NULL,8321
460473,NULL,NULL,NULL,NULL,NULL,NULL,15
460482,NULL,26792,NULL,NULL,31242,NULL,223
460516,NULL,14422,NULL,NULL,NULL,18592,162
460525,NULL,20456,NULL,NULL,NULL,24745,255
460534,NULL,15190,NULL,NULL,NULL,19009,458
460543,NULL,17524,NULL,NULL,NULL,22634,1006
460552,NULL,16872,NULL,NULL,NULL,21448,56
460561,NULL,8785,NULL,NULL,NULL,14543,53
460570,NULL,29441,NULL,NULL,NULL,34106,257
460589,NULL,24285,NULL,NULL,NULL,28715,317
460598,NULL,26210,NULL,NULL,NULL,30471,594
460613,NULL,19008,NULL,NULL,23867,NULL,785
460631,NULL,19643,NULL,NULL,NULL,22726,53
460640,NULL,18054,NULL,NULL,20942,NULL,66
460659,NULL,19631,NULL,NULL,NULL,23899,96
460668,NULL,23090,NULL,NULL,27245,NULL,356
460677,NULL,6425,NULL,NULL,11115,NULL,613
460695,NULL,18234,NULL,NULL,NULL,22430,49
460701,NULL,11415,NULL,NULL,NULL,14863,220
460710,NULL,14055,NULL,NULL,NULL,18197,180
460729,NULL,16534,NULL,NULL,NULL,19997,2527
460738,NULL,NULL,NULL,NULL,19605,NULL,2328
460747,NULL,33719,NULL,NULL,39183,NULL,386
460756,NULL,14320,NULL,NULL,17835,NULL,22
460765,NULL,7296,NULL,NULL,NULL,11269,59
460774,NULL,16267,NULL,NULL,20769,NULL,600
460783,NULL,18776,NULL,NULL,23519,NULL,235
460808,10554,NULL,NULL,NULL,NULL,12521,12
460817,NULL,22831,NULL,NULL,26996,NULL,475
460826,NULL,21744,NULL,NULL,26442,NULL,485
460835,NULL,19818,NULL,NULL,24482,NULL,752
460844,NULL,11613,NULL,NULL,16069,NULL,451
460853,NULL,15902,NULL,NULL,20407,NULL,495
460862,NULL,11463,NULL,NULL,NULL,14012,348
460871,NULL,NULL,NULL,NULL,26120,NULL,363
460899,NULL,24324,NULL,NULL,28213,NULL,422
460905,NULL,9097,NULL,NULL,NULL,13687,58
460914,NULL,14906,NULL,NULL,NULL,17666,177
460923,NULL,2705,NULL,NULL,7201,NULL,506
460932,NULL,NULL,NULL,NULL,NULL,18939,55
460941,NULL,NULL,NULL,NULL,NULL,NULL,NULL
460950,NULL,24600,NULL,NULL,NULL,27298,64
460969,NULL,17847,NULL,NULL,NULL,21690,114
460978,NULL,16687,NULL,NULL,NULL,20243,154
460987,NULL,11466,NULL,NULL,NULL,15406,64
460996,NULL,11311,NULL,NULL,NULL,16586,100
461005,NULL,19996,NULL,NULL,NULL,22840,252
461014,NULL,15487,NULL,NULL,22863,NULL,609
461023,NULL,14322,NULL,NULL,18603,NULL,1089
461032,NULL,14069,NULL,NULL,17692,NULL,113
461041,NULL,17854,NULL,NULL,NULL,21023,469
461111,NULL,5167,NULL,NULL,NULL,8732,35
461120,NULL,NULL,NULL,NULL,NULL,NULL,NULL
461139,NULL,NULL,NULL,NULL,NULL,NULL,NULL
461148,NULL,46045,NULL,NULL,NULL,58218,1344
461157,NULL,NULL,NULL,NULL,NULL,NULL,50
461175,NULL,NULL,NULL,NULL,NULL,NULL,179
461193,NULL,15661,NULL,NULL,NULL,18117,89
461218,NULL,14094,NULL,NULL,NULL,15412,54
461227,NULL,10991,NULL,NULL,NULL,15063,47
461236,NULL,20385,NULL,NULL,25010,NULL,156
461245,10270,NULL,NULL,NULL,NULL,10836,338
461254,NULL,11688,NULL,NULL,NULL,11689,31
461263,NULL,17877,NULL,NULL,NULL,21667,77
461272,NULL,12322,NULL,NULL,NULL,17872,65
461281,NULL,NULL,NULL,NULL,NULL,NULL,34
461290,NULL,22900,NULL,NULL,NULL,28175,50
461306,7404,NULL,NULL,NULL,NULL,8801,85
461315,7097,NULL,NULL,NULL,12201,NULL,105
461324,NULL,NULL,NULL,NULL,NULL,NULL,249
461333,NULL,NULL,NULL,NULL,NULL,NULL,19
461342,NULL,16180,NULL,NULL,NULL,18180,13
461351,NULL,NULL,NULL,NULL,NULL,NULL,1135
461360,NULL,20379,NULL,NULL,NULL,23961,34
461379,NULL,NULL,NULL,NULL,NULL,NULL,18
461388,NULL,12621,NULL,NULL,NULL,15609,41
461397,NULL,14974,NULL,NULL,NULL,19248,270
461403,NULL,10267,NULL,NULL,NULL,14445,30
461412,NULL,NULL,NULL,NULL,NULL,NULL,96
461421,NULL,14489,NULL,NULL,NULL,18601,225
461430,NULL,NULL,NULL,NULL,NULL,NULL,308
461449,NULL,3180,NULL,NULL,NULL,7815,110
461458,NULL,15517,NULL,NULL,NULL,18672,33
461476,NULL,19213,NULL,NULL,NULL,23098,30
461485,NULL,NULL,NULL,NULL,NULL,NULL,4
461494,NULL,10732,NULL,NULL,NULL,13507,175
461500,NULL,10695,NULL,NULL,NULL,15551,43
461528,NULL,9479,NULL,NULL,12558,NULL,95
461537,NULL,9259,NULL,NULL,NULL,11758,25
461546,NULL,6093,NULL,NULL,NULL,11799,35
461555,NULL,10700,NULL,NULL,NULL,15220,132
461564,NULL,7807,NULL,NULL,NULL,12432,59
461573,NULL,11260,NULL,NULL,NULL,16438,97
461582,NULL,12889,NULL,NULL,NULL,15457,95
461591,NULL,17162,NULL,NULL,NULL,20980,134
461607,NULL,13350,NULL,NULL,NULL,16706,90
461616,NULL,11332,NULL,NULL,NULL,16882,29
461625,NULL,2134,NULL,NULL,NULL,6368,6
461634,22128,NULL,NULL,NULL,NULL,27398,51
461643,NULL,NULL,NULL,NULL,NULL,NULL,32
461652,NULL,15504,NULL,NULL,NULL,18779,67
461661,NULL,NULL,NULL,NULL,NULL,NULL,6
461670,NULL,-788,NULL,NULL,NULL,9853,68
461689,NULL,19855,NULL,NULL,NULL,22817,211
461698,NULL,12508,NULL,NULL,NULL,16776,116
461704,NULL,12233,NULL,NULL,NULL,16563,176
461713,NULL,14294,NULL,NULL,NULL,15719,37
461722,NULL,23046,NULL,NULL,NULL,25821,71
461731,NULL,11311,NULL,NULL,NULL,15263,39
461740,NULL,3810,NULL,NULL,NULL,9586,28
461759,NULL,NULL,NULL,NULL,NULL,NULL,120
461768,NULL,12286,NULL,NULL,NULL,14984,128
461777,NULL,22288,NULL,NULL,26873,NULL,41
461786,NULL,5058,NULL,NULL,NULL,10608,51
461795,NULL,7907,NULL,NULL,19909,NULL,350
461801,NULL,11597,NULL,NULL,NULL,15760,51
461810,NULL,6868,NULL,NULL,NULL,10568,59
461829,NULL,14416,NULL,NULL,NULL,17779,221
461838,NULL,16362,NULL,NULL,NULL,18445,139
461847,NULL,14842,NULL,NULL,25242,NULL,33
461856,NULL,19899,NULL,NULL,NULL,23641,272
461865,NULL,11480,NULL,NULL,NULL,15147,78
461874,NULL,16691,NULL,NULL,NULL,22204,66
461883,NULL,NULL,NULL,NULL,NULL,NULL,60
461892,NULL,11320,NULL,NULL,NULL,14021,151
461908,NULL,11637,NULL,NULL,NULL,14616,113
461917,NULL,14735,NULL,NULL,NULL,18090,174
461926,NULL,8168,NULL,NULL,NULL,13481,120
461935,NULL,8041,NULL,NULL,NULL,11714,28
461944,NULL,12139,NULL,NULL,NULL,15262,74
461953,NULL,20005,NULL,NULL,23319,NULL,86
461962,NULL,22562,NULL,NULL,NULL,26585,462
461971,NULL,11221,NULL,NULL,NULL,15658,66
461980,NULL,13759,NULL,NULL,NULL,17196,228
461999,NULL,6305,NULL,NULL,NULL,10348,34
462008,NULL,12993,NULL,NULL,NULL,16215,255
462017,NULL,15150,NULL,NULL,NULL,19701,68
462026,NULL,10403,NULL,NULL,NULL,13072,13
462035,NULL,12940,NULL,NULL,NULL,16640,65
462044,NULL,NULL,NULL,NULL,NULL,NULL,NULL
462053,NULL,17142,NULL,NULL,NULL,21211,86
462062,NULL,13200,NULL,NULL,NULL,17836,83
462071,NULL,12188,NULL,NULL,NULL,15252,239
462239,NULL,NULL,NULL,NULL,NULL,NULL,0
462266,NULL,22677,NULL,NULL,24722,NULL,67
462309,NULL,29731,NULL,NULL,NULL,33267,110
462318,NULL,12720,NULL,NULL,NULL,19438,115
462327,NULL,15169,NULL,NULL,NULL,18677,78
462336,NULL,14087,NULL,NULL,NULL,18844,35
462345,NULL,11404,NULL,NULL,NULL,15656,162
462354,NULL,27682,NULL,NULL,40896,NULL,140
462363,NULL,23273,NULL,NULL,27753,NULL,168
462372,NULL,20692,NULL,NULL,26226,NULL,313
462390,NULL,17274,NULL,NULL,22994,NULL,66
465812,NULL,20267,NULL,NULL,22662,NULL,1215
466152,NULL,NULL,NULL,NULL,NULL,NULL,251
466161,NULL,22462,NULL,NULL,24096,NULL,139
466170,NULL,19948,NULL,NULL,23880,NULL,360
466189,NULL,20271,NULL,NULL,23202,NULL,262
466514,NULL,23005,NULL,NULL,28514,NULL,261
466523,NULL,25083,NULL,NULL,NULL,29571,70
466921,NULL,19451,NULL,NULL,25501,NULL,488
466930,NULL,NULL,NULL,NULL,NULL,NULL,258
467058,NULL,23592,NULL,NULL,26788,NULL,169
467094,NULL,14863,NULL,NULL,NULL,19075,272
467155,NULL,22456,NULL,NULL,NULL,27478,705
467340,NULL,20764,NULL,NULL,NULL,24228,144
467368,NULL,17482,NULL,NULL,NULL,21576,301
467508,NULL,20517,NULL,NULL,NULL,25134,89
467517,NULL,21697,NULL,NULL,NULL,25392,86
467526,NULL,21633,NULL,NULL,NULL,25465,68
467535,NULL,20020,NULL,NULL,NULL,23915,128
467544,NULL,22727,NULL,NULL,NULL,26835,41
467553,NULL,21021,NULL,NULL,NULL,25187,52
467562,NULL,21267,NULL,NULL,NULL,25469,65
467571,NULL,21261,NULL,NULL,NULL,25296,80
467580,NULL,22251,NULL,NULL,NULL,26464,37
467599,NULL,19765,NULL,NULL,NULL,23099,86
467605,NULL,20030,NULL,NULL,NULL,23855,90
467614,NULL,20949,NULL,NULL,NULL,25257,75
467623,NULL,20417,NULL,NULL,NULL,24732,70
467632,NULL,21029,NULL,NULL,NULL,24602,119
467641,NULL,19979,NULL,NULL,NULL,23664,146
467650,NULL,21009,NULL,NULL,NULL,25067,58
467669,NULL,20785,NULL,NULL,NULL,25081,83
467678,NULL,21446,NULL,NULL,NULL,25174,89
467784,NULL,22482,NULL,NULL,NULL,28135,634
467793,NULL,21066,NULL,NULL,28372,NULL,136
467809,NULL,12714,NULL,NULL,NULL,17310,98
467863,NULL,13985,NULL,NULL,NULL,18182,179
467872,NULL,13429,NULL,NULL,NULL,16992,196
467881,NULL,20839,NULL,NULL,NULL,26092,545
467906,NULL,12323,NULL,NULL,NULL,18326,175
468006,NULL,NULL,NULL,NULL,NULL,NULL,NULL
468015,NULL,25571,NULL,NULL,30693,NULL,346
468024,NULL,24810,NULL,NULL,29650,NULL,354
468246,NULL,10353,NULL,NULL,NULL,15653,224
468255,NULL,9584,NULL,NULL,NULL,15084,152
468398,NULL,19654,NULL,NULL,24497,NULL,203
468705,NULL,9593,NULL,NULL,NULL,15808,194
468723,NULL,9826,NULL,NULL,14330,NULL,920
468732,NULL,17244,NULL,NULL,NULL,21018,380
468769,NULL,12327,NULL,NULL,NULL,16591,97
468866,NULL,10118,NULL,NULL,NULL,16022,65
468875,NULL,3586,NULL,NULL,NULL,9057,205
468893,NULL,9931,NULL,NULL,NULL,14075,123
468963,NULL,9004,NULL,NULL,12199,NULL,219
469054,NULL,16710,NULL,NULL,NULL,19760,520
469124,NULL,17956,NULL,NULL,NULL,21350,453
469133,NULL,18381,NULL,NULL,NULL,21512,326
469142,NULL,18447,NULL,NULL,NULL,21995,459
469151,NULL,18721,NULL,NULL,NULL,22540,191
469160,NULL,19777,NULL,NULL,NULL,21999,248
469188,NULL,NULL,NULL,NULL,NULL,NULL,50
469197,NULL,11911,NULL,NULL,NULL,14243,140
469391,NULL,6509,NULL,NULL,11677,NULL,2
469407,NULL,6714,NULL,NULL,12063,NULL,270
469416,NULL,6039,NULL,NULL,11551,NULL,274
469568,NULL,NULL,NULL,NULL,NULL,NULL,105
469586,NULL,17713,NULL,NULL,NULL,20331,45
469610,NULL,14660,NULL,NULL,NULL,18615,823
469629,NULL,19785,NULL,NULL,NULL,23510,182
469638,NULL,18945,NULL,NULL,NULL,24523,313
469647,NULL,32530,NULL,NULL,NULL,35793,229
469911,NULL,22616,NULL,NULL,NULL,27343,78
469920,NULL,22040,NULL,NULL,NULL,26825,92
469957,NULL,16275,NULL,NULL,NULL,20563,175
469975,NULL,NULL,NULL,NULL,NULL,NULL,99
469993,NULL,7297,NULL,NULL,NULL,10997,19
470047,NULL,11108,NULL,NULL,NULL,18158,28
470092,NULL,23914,NULL,NULL,29785,NULL,535
470162,NULL,19236,NULL,NULL,24121,NULL,954
470223,NULL,10192,NULL,NULL,NULL,15192,23
470296,NULL,7730,NULL,NULL,NULL,12352,23
470302,NULL,11786,NULL,NULL,NULL,15668,92
470393,NULL,14490,NULL,NULL,NULL,18623,84
470852,NULL,24417,NULL,NULL,29596,NULL,66
470861,NULL,23239,NULL,NULL,26994,NULL,262
470870,NULL,22802,NULL,NULL,27753,NULL,159
470889,NULL,23678,NULL,NULL,28462,NULL,377
470898,NULL,23421,NULL,NULL,27563,NULL,231
470904,NULL,22235,NULL,NULL,27563,NULL,216
474702,NULL,18042,NULL,NULL,23434,NULL,88
474863,NULL,16569,NULL,NULL,24993,NULL,650
474881,NULL,23479,NULL,NULL,29536,NULL,147
474890,NULL,22799,NULL,NULL,27752,NULL,451
474906,NULL,22940,NULL,NULL,28440,NULL,95
474915,NULL,10080,NULL,NULL,NULL,13747,233
474924,NULL,11994,NULL,NULL,NULL,15263,172
474933,NULL,16342,NULL,NULL,NULL,20319,67
474942,NULL,16325,NULL,NULL,NULL,19871,122
474951,NULL,18003,NULL,NULL,23154,NULL,470
474960,NULL,17720,NULL,NULL,23434,NULL,85
474979,NULL,17605,NULL,NULL,23434,NULL,131
474997,NULL,50410,NULL,NULL,55632,NULL,350
475015,NULL,15457,NULL,NULL,NULL,19729,213
475024,NULL,14857,NULL,NULL,NULL,20187,270
475033,NULL,NULL,NULL,NULL,NULL,NULL,NULL
475042,NULL,20185,NULL,NULL,24075,NULL,355
475051,NULL,NULL,NULL,NULL,23289,NULL,17
475060,NULL,21007,NULL,NULL,25865,NULL,350
475079,NULL,22766,NULL,NULL,27031,NULL,237
475097,NULL,40883,NULL,NULL,NULL,43608,124
475121,NULL,25665,NULL,NULL,30660,NULL,9592
475130,NULL,12232,NULL,NULL,NULL,24465,192
475176,NULL,18584,NULL,NULL,23769,NULL,393
475194,NULL,21695,NULL,NULL,25945,NULL,297
475200,NULL,NULL,NULL,NULL,NULL,NULL,310
475255,NULL,9167,NULL,NULL,NULL,13413,81
475273,NULL,NULL,NULL,NULL,NULL,NULL,1319
475282,NULL,22515,NULL,NULL,NULL,26526,94
475291,NULL,13699,NULL,NULL,21702,NULL,144
475325,NULL,20025,NULL,NULL,NULL,23623,402
475352,NULL,14912,NULL,NULL,19702,NULL,620
475370,NULL,1282,NULL,NULL,6172,NULL,741
475389,NULL,10701,NULL,NULL,NULL,13947,42
475404,NULL,14815,NULL,NULL,NULL,15740,80
475413,NULL,11003,NULL,NULL,NULL,14571,45
